,Year,Month,Jurisdiction,Number,Time
2556,2014,April,New Brunswick,39.0,2014-04-01
2613,2014,April,Yukon,1.0,2014-04-01
2579,2014,April,Ontario,5.0,2014-04-01
2600,2014,April,Quebec,14.0,2014-04-01
3508,2014,April,Canada,299.0,2014-04-01
2550,2014,May,Manitoba,41.0,2014-05-01
2580,2014,May,Ontario,54.0,2014-05-01
3516,2014,May,Canada,918.0,2014-05-01
2567,2014,May,Nova Scotia,71.0,2014-05-01
2608,2014,May,Saskatchewan,142.0,2014-05-01
2532,2014,May,Alberta,360.0,2014-05-01
2573,2014,May,Northwest Territories,4.0,2014-05-01
2601,2014,May,Quebec,57.0,2014-05-01
2614,2014,May,Yukon,4.0,2014-05-01
2593,2014,May,Prince Edward Island,1.0,2014-05-01
2557,2014,May,New Brunswick,79.0,2014-05-01
2543,2014,May,British Columbia,105.0,2014-05-01
2568,2014,June,Nova Scotia,23.0,2014-06-01
2591,2014,June,Prince Edward Island,2.0,2014-06-01
2574,2014,June,Northwest Territories,118.0,2014-06-01
2602,2014,June,Quebec,72.0,2014-06-01
2558,2014,June,New Brunswick,20.0,2014-06-01
2581,2014,June,Ontario,73.0,2014-06-01
2533,2014,June,Alberta,282.0,2014-06-01
2615,2014,June,Yukon,14.0,2014-06-01
2551,2014,June,Manitoba,49.0,2014-06-01
2609,2014,June,Saskatchewan,37.0,2014-06-01
3514,2014,June,Canada,822.0,2014-06-01
2544,2014,June,British Columbia,132.0,2014-06-01
2575,2014,July,Northwest Territories,188.0,2014-07-01
2582,2014,July,Ontario,86.0,2014-07-01
2534,2014,July,Alberta,330.0,2014-07-01
2610,2014,July,Saskatchewan,111.0,2014-07-01
2616,2014,July,Yukon,10.0,2014-07-01
2545,2014,July,British Columbia,485.0,2014-07-01
2569,2014,July,Nova Scotia,13.0,2014-07-01
2590,2014,July,Prince Edward Island,,2014-07-01
3513,2014,July,Canada,1350.0,2014-07-01
2603,2014,July,Quebec,66.0,2014-07-01
2552,2014,July,Manitoba,45.0,2014-07-01
2559,2014,July,New Brunswick,16.0,2014-07-01
2611,2014,August,Saskatchewan,97.0,2014-08-01
2586,2014,August,Prince Edward Island,,2014-08-01
2604,2014,August,Quebec,67.0,2014-08-01
2535,2014,August,Alberta,263.0,2014-08-01
2553,2014,August,Manitoba,94.0,2014-08-01
2546,2014,August,British Columbia,502.0,2014-08-01
2560,2014,August,New Brunswick,12.0,2014-08-01
2617,2014,August,Yukon,5.0,2014-08-01
3509,2014,August,Canada,1204.0,2014-08-01
2570,2014,August,Nova Scotia,10.0,2014-08-01
2583,2014,August,Ontario,77.0,2014-08-01
2576,2014,August,Northwest Territories,77.0,2014-08-01
3519,2014,September,Canada,262.0,2014-09-01
2554,2014,September,Manitoba,11.0,2014-09-01
2612,2014,September,Saskatchewan,10.0,2014-09-01
2536,2014,September,Alberta,114.0,2014-09-01
2571,2014,September,Nova Scotia,8.0,2014-09-01
2605,2014,September,Quebec,11.0,2014-09-01
2547,2014,September,British Columbia,90.0,2014-09-01
2563,2014,September,Newfoundland and Labrador,1.0,2014-09-01
2561,2014,September,New Brunswick,9.0,2014-09-01
2584,2014,September,Ontario,7.0,2014-09-01
2596,2014,September,Prince Edward Island,1.0,2014-09-01
2598,2014,October,Quebec,5.0,2014-10-01
2606,2014,October,Saskatchewan,3.0,2014-10-01
2577,2014,October,Ontario,6.0,2014-10-01
2564,2014,October,Nova Scotia,5.0,2014-10-01
3518,2014,October,Canada,104.0,2014-10-01
2555,2014,October,New Brunswick,5.0,2014-10-01
2548,2014,October,Manitoba,1.0,2014-10-01
2527,2014,October,Alberta,39.0,2014-10-01
2595,2014,October,Prince Edward Island,,2014-10-01
2538,2014,October,British Columbia,40.0,2014-10-01
2594,2014,November,Prince Edward Island,,2014-11-01
2599,2014,November,Quebec,4.0,2014-11-01
3517,2014,November,Canada,19.0,2014-11-01
2528,2014,November,Alberta,15.0,2014-11-01
3510,2014,December,Canada,4.0,2014-12-01
2539,2014,December,British Columbia,2.0,2014-12-01
2587,2014,December,Prince Edward Island,,2014-12-01
2529,2014,December,Alberta,2.0,2014-12-01
2618,2015,January,Alberta,2.0,2015-01-01
2683,2015,January,Prince Edward Island,,2015-01-01
3525,2015,January,Canada,2.0,2015-01-01
3524,2015,February,Canada,6.0,2015-02-01
2622,2015,February,Alberta,4.0,2015-02-01
2633,2015,February,British Columbia,2.0,2015-02-01
2682,2015,February,Prince Edward Island,,2015-02-01
2623,2015,March,Alberta,32.0,2015-03-01
2703,2015,March,Saskatchewan,1.0,2015-03-01
2686,2015,March,Prince Edward Island,,2015-03-01
2634,2015,March,British Columbia,31.0,2015-03-01
2672,2015,March,Ontario,2.0,2015-03-01
2642,2015,March,Manitoba,2.0,2015-03-01
3528,2015,March,Canada,68.0,2015-03-01
2704,2015,April,Saskatchewan,74.0,2015-04-01
2635,2015,April,British Columbia,82.0,2015-04-01
2679,2015,April,Prince Edward Island,,2015-04-01
2650,2015,April,New Brunswick,3.0,2015-04-01
2673,2015,April,Ontario,64.0,2015-04-01
2643,2015,April,Manitoba,50.0,2015-04-01
2624,2015,April,Alberta,277.0,2015-04-01
3521,2015,April,Canada,580.0,2015-04-01
2659,2015,April,Nova Scotia,1.0,2015-04-01
2695,2015,April,Quebec,29.0,2015-04-01
2705,2015,May,Saskatchewan,195.0,2015-05-01
2644,2015,May,Manitoba,75.0,2015-05-01
2660,2015,May,Nova Scotia,204.0,2015-05-01
2696,2015,May,Quebec,213.0,2015-05-01
2687,2015,May,Prince Edward Island,,2015-05-01
2674,2015,May,Ontario,126.0,2015-05-01
2656,2015,May,Newfoundland and Labrador,2.0,2015-05-01
2666,2015,May,Northwest Territories,60.0,2015-05-01
2651,2015,May,New Brunswick,165.0,2015-05-01
2625,2015,May,Alberta,505.0,2015-05-01
2636,2015,May,British Columbia,309.0,2015-05-01
2710,2015,May,Yukon,95.0,2015-05-01
3529,2015,May,Canada,1949.0,2015-05-01
2652,2015,June,New Brunswick,3.0,2015-06-01
3527,2015,June,Canada,1772.0,2015-06-01
2697,2015,June,Quebec,46.0,2015-06-01
2626,2015,June,Alberta,504.0,2015-06-01
2661,2015,June,Nova Scotia,6.0,2015-06-01
2645,2015,June,Manitoba,151.0,2015-06-01
2637,2015,June,British Columbia,443.0,2015-06-01
2706,2015,June,Saskatchewan,258.0,2015-06-01
2657,2015,June,Newfoundland and Labrador,21.0,2015-06-01
2675,2015,June,Ontario,132.0,2015-06-01
2711,2015,June,Yukon,83.0,2015-06-01
2685,2015,June,Prince Edward Island,,2015-06-01
2667,2015,June,Northwest Territories,125.0,2015-06-01
2627,2015,July,Alberta,318.0,2015-07-01
3526,2015,July,Canada,1458.0,2015-07-01
2676,2015,July,Ontario,165.0,2015-07-01
2707,2015,July,Saskatchewan,148.0,2015-07-01
2698,2015,July,Quebec,40.0,2015-07-01
2662,2015,July,Nova Scotia,12.0,2015-07-01
2638,2015,July,British Columbia,538.0,2015-07-01
2712,2015,July,Yukon,5.0,2015-07-01
2653,2015,July,New Brunswick,22.0,2015-07-01
2646,2015,July,Manitoba,169.0,2015-07-01
2668,2015,July,Northwest Territories,41.0,2015-07-01
2684,2015,July,Prince Edward Island,,2015-07-01
2713,2015,August,Yukon,2.0,2015-08-01
2708,2015,August,Saskatchewan,38.0,2015-08-01
2699,2015,August,Quebec,30.0,2015-08-01
3522,2015,August,Canada,815.0,2015-08-01
2680,2015,August,Prince Edward Island,,2015-08-01
2663,2015,August,Nova Scotia,8.0,2015-08-01
2639,2015,August,British Columbia,404.0,2015-08-01
2677,2015,August,Ontario,116.0,2015-08-01
2628,2015,August,Alberta,162.0,2015-08-01
2647,2015,August,Manitoba,13.0,2015-08-01
2654,2015,August,New Brunswick,11.0,2015-08-01
2658,2015,August,Newfoundland and Labrador,4.0,2015-08-01
2669,2015,August,Northwest Territories,27.0,2015-08-01
2640,2015,September,British Columbia,31.0,2015-09-01
2709,2015,September,Saskatchewan,8.0,2015-09-01
2648,2015,September,Manitoba,1.0,2015-09-01
2655,2015,September,New Brunswick,15.0,2015-09-01
2700,2015,September,Quebec,21.0,2015-09-01
3532,2015,September,Canada,205.0,2015-09-01
2714,2015,September,Yukon,1.0,2015-09-01
2690,2015,September,Prince Edward Island,,2015-09-01
2629,2015,September,Alberta,55.0,2015-09-01
2678,2015,September,Ontario,55.0,2015-09-01
2664,2015,September,Nova Scotia,18.0,2015-09-01
2701,2015,October,Saskatchewan,12.0,2015-10-01
3531,2015,October,Canada,129.0,2015-10-01
2670,2015,October,Ontario,14.0,2015-10-01
2630,2015,October,British Columbia,27.0,2015-10-01
2649,2015,October,New Brunswick,3.0,2015-10-01
2692,2015,October,Quebec,9.0,2015-10-01
2689,2015,October,Prince Edward Island,,2015-10-01
2641,2015,October,Manitoba,2.0,2015-10-01
2619,2015,October,Alberta,62.0,2015-10-01
3530,2015,November,Canada,34.0,2015-11-01
2631,2015,November,British Columbia,3.0,2015-11-01
2620,2015,November,Alberta,23.0,2015-11-01
2688,2015,November,Prince Edward Island,,2015-11-01
2693,2015,November,Quebec,3.0,2015-11-01
2665,2015,November,Northwest Territories,4.0,2015-11-01
2702,2015,November,Saskatchewan,1.0,2015-11-01
2621,2015,December,Alberta,8.0,2015-12-01
3523,2015,December,Canada,11.0,2015-12-01
2671,2015,December,Ontario,1.0,2015-12-01
2694,2015,December,Quebec,1.0,2015-12-01
2632,2015,December,British Columbia,1.0,2015-12-01
2681,2015,December,Prince Edward Island,,2015-12-01
2727,2016,January,British Columbia,3.0,2016-01-01
2715,2016,January,Alberta,7.0,2016-01-01
3538,2016,January,Canada,10.0,2016-01-01
2779,2016,January,Prince Edward Island,0.0,2016-01-01
2719,2016,February,Alberta,12.0,2016-02-01
2730,2016,February,British Columbia,7.0,2016-02-01
2778,2016,February,Prince Edward Island,0.0,2016-02-01
3537,2016,February,Canada,19.0,2016-02-01
2768,2016,March,Ontario,5.0,2016-03-01
2755,2016,March,Nova Scotia,1.0,2016-03-01
3541,2016,March,Canada,96.0,2016-03-01
2791,2016,March,Quebec,1.0,2016-03-01
2731,2016,March,British Columbia,27.0,2016-03-01
2720,2016,March,Alberta,62.0,2016-03-01
2782,2016,March,Prince Edward Island,0.0,2016-03-01
3534,2016,April,Canada,942.0,2016-04-01
2775,2016,April,Prince Edward Island,5.0,2016-04-01
2792,2016,April,Quebec,88.0,2016-04-01
2721,2016,April,Alberta,287.0,2016-04-01
2732,2016,April,British Columbia,158.0,2016-04-01
2798,2016,April,Saskatchewan,87.0,2016-04-01
2769,2016,April,Ontario,38.0,2016-04-01
2738,2016,April,Manitoba,22.0,2016-04-01
2804,2016,April,Yukon,2.0,2016-04-01
2756,2016,April,Nova Scotia,104.0,2016-04-01
2745,2016,April,New Brunswick,151.0,2016-04-01
2722,2016,May,Alberta,250.0,2016-05-01
2793,2016,May,Quebec,124.0,2016-05-01
2733,2016,May,British Columbia,127.0,2016-05-01
2799,2016,May,Saskatchewan,111.0,2016-05-01
2739,2016,May,Manitoba,59.0,2016-05-01
2805,2016,May,Yukon,8.0,2016-05-01
2746,2016,May,New Brunswick,55.0,2016-05-01
3542,2016,May,Canada,975.0,2016-05-01
2751,2016,May,Newfoundland and Labrador,1.0,2016-05-01
2783,2016,May,Prince Edward Island,2.0,2016-05-01
2757,2016,May,Nova Scotia,59.0,2016-05-01
2770,2016,May,Ontario,176.0,2016-05-01
2762,2016,May,Northwest Territories,3.0,2016-05-01
2747,2016,June,New Brunswick,25.0,2016-06-01
2781,2016,June,Prince Edward Island,0.0,2016-06-01
2794,2016,June,Quebec,119.0,2016-06-01
2723,2016,June,Alberta,402.0,2016-06-01
2771,2016,June,Ontario,141.0,2016-06-01
2763,2016,June,Northwest Territories,58.0,2016-06-01
2800,2016,June,Saskatchewan,125.0,2016-06-01
2740,2016,June,Manitoba,64.0,2016-06-01
2758,2016,June,Nova Scotia,28.0,2016-06-01
3540,2016,June,Canada,1141.0,2016-06-01
2734,2016,June,British Columbia,164.0,2016-06-01
2806,2016,June,Yukon,15.0,2016-06-01
2748,2016,July,New Brunswick,10.0,2016-07-01
2735,2016,July,British Columbia,206.0,2016-07-01
2759,2016,July,Nova Scotia,15.0,2016-07-01
2772,2016,July,Ontario,147.0,2016-07-01
2724,2016,July,Alberta,221.0,2016-07-01
2780,2016,July,Prince Edward Island,0.0,2016-07-01
3539,2016,July,Canada,980.0,2016-07-01
2741,2016,July,Manitoba,42.0,2016-07-01
2752,2016,July,Newfoundland and Labrador,14.0,2016-07-01
2764,2016,July,Northwest Territories,112.0,2016-07-01
2801,2016,July,Saskatchewan,53.0,2016-07-01
2807,2016,July,Yukon,19.0,2016-07-01
2795,2016,July,Quebec,141.0,2016-07-01
2802,2016,August,Saskatchewan,23.0,2016-08-01
2736,2016,August,British Columbia,325.0,2016-08-01
2742,2016,August,Manitoba,15.0,2016-08-01
2796,2016,August,Quebec,86.0,2016-08-01
2753,2016,August,Newfoundland and Labrador,3.0,2016-08-01
2749,2016,August,New Brunswick,25.0,2016-08-01
2725,2016,August,Alberta,128.0,2016-08-01
2765,2016,August,Northwest Territories,20.0,2016-08-01
2808,2016,August,Yukon,8.0,2016-08-01
2773,2016,August,Ontario,113.0,2016-08-01
2776,2016,August,Prince Edward Island,0.0,2016-08-01
2760,2016,August,Nova Scotia,38.0,2016-08-01
3535,2016,August,Canada,784.0,2016-08-01
2737,2016,September,British Columbia,43.0,2016-09-01
2803,2016,September,Saskatchewan,9.0,2016-09-01
2809,2016,September,Yukon,1.0,2016-09-01
2786,2016,September,Prince Edward Island,1.0,2016-09-01
2797,2016,September,Quebec,17.0,2016-09-01
2750,2016,September,New Brunswick,12.0,2016-09-01
2726,2016,September,Alberta,85.0,2016-09-01
2761,2016,September,Nova Scotia,22.0,2016-09-01
2774,2016,September,Ontario,22.0,2016-09-01
3545,2016,September,Canada,217.0,2016-09-01
2743,2016,September,Manitoba,5.0,2016-09-01
2754,2016,October,Nova Scotia,4.0,2016-10-01
2788,2016,October,Quebec,25.0,2016-10-01
2766,2016,October,Ontario,11.0,2016-10-01
3544,2016,October,Canada,73.0,2016-10-01
2728,2016,October,British Columbia,12.0,2016-10-01
2785,2016,October,Prince Edward Island,0.0,2016-10-01
2744,2016,October,New Brunswick,7.0,2016-10-01
2716,2016,October,Alberta,14.0,2016-10-01
2717,2016,November,Alberta,13.0,2016-11-01
2784,2016,November,Prince Edward Island,0.0,2016-11-01
3543,2016,November,Canada,25.0,2016-11-01
2729,2016,November,British Columbia,3.0,2016-11-01
2789,2016,November,Quebec,5.0,2016-11-01
2767,2016,November,Ontario,4.0,2016-11-01
2777,2016,December,Prince Edward Island,0.0,2016-12-01
2790,2016,December,Quebec,1.0,2016-12-01
2718,2016,December,Alberta,4.0,2016-12-01
3536,2016,December,Canada,5.0,2016-12-01
2810,2017,January,Alberta,4.0,2017-01-01
2881,2017,January,Prince Edward Island,0.0,2017-01-01
2822,2017,January,British Columbia,1.0,2017-01-01
3551,2017,January,Canada,5.0,2017-01-01
2825,2017,February,British Columbia,2.0,2017-02-01
2869,2017,February,Ontario,1.0,2017-02-01
2892,2017,February,Quebec,1.0,2017-02-01
2814,2017,February,Alberta,4.0,2017-02-01
2880,2017,February,Prince Edward Island,0.0,2017-02-01
3550,2017,February,Canada,8.0,2017-02-01
2815,2017,March,Alberta,14.0,2017-03-01
2826,2017,March,British Columbia,10.0,2017-03-01
2900,2017,March,Saskatchewan,1.0,2017-03-01
2884,2017,March,Prince Edward Island,0.0,2017-03-01
3554,2017,March,Canada,29.0,2017-03-01
2870,2017,March,Ontario,4.0,2017-03-01
2816,2017,April,Alberta,101.0,2017-04-01
2827,2017,April,British Columbia,40.0,2017-04-01
2834,2017,April,Manitoba,8.0,2017-04-01
2901,2017,April,Saskatchewan,16.0,2017-04-01
2907,2017,April,Yukon,3.0,2017-04-01
2893,2017,April,Quebec,25.0,2017-04-01
2842,2017,April,New Brunswick,16.0,2017-04-01
3547,2017,April,Canada,314.0,2017-04-01
2877,2017,April,Prince Edward Island,0.0,2017-04-01
2857,2017,April,Nova Scotia,82.0,2017-04-01
2871,2017,April,Ontario,23.0,2017-04-01
2894,2017,May,Quebec,33.0,2017-05-01
2828,2017,May,British Columbia,91.0,2017-05-01
2885,2017,May,Prince Edward Island,0.0,2017-05-01
2817,2017,May,Alberta,348.0,2017-05-01
2843,2017,May,New Brunswick,25.0,2017-05-01
2858,2017,May,Nova Scotia,44.0,2017-05-01
2850,2017,May,Newfoundland and Labrador,18.0,2017-05-01
2863,2017,May,Northwest Territories,22.0,2017-05-01
2908,2017,May,Yukon,9.0,2017-05-01
2902,2017,May,Saskatchewan,76.0,2017-05-01
2872,2017,May,Ontario,46.0,2017-05-01
2835,2017,May,Manitoba,43.0,2017-05-01
3555,2017,May,Canada,755.0,2017-05-01
2836,2017,June,Manitoba,27.0,2017-06-01
2909,2017,June,Yukon,45.0,2017-06-01
3553,2017,June,Canada,608.0,2017-06-01
2859,2017,June,Nova Scotia,11.0,2017-06-01
2883,2017,June,Prince Edward Island,0.0,2017-06-01
2829,2017,June,British Columbia,145.0,2017-06-01
2903,2017,June,Saskatchewan,15.0,2017-06-01
2873,2017,June,Ontario,40.0,2017-06-01
2864,2017,June,Northwest Territories,33.0,2017-06-01
2851,2017,June,Newfoundland and Labrador,22.0,2017-06-01
2844,2017,June,New Brunswick,16.0,2017-06-01
2895,2017,June,Quebec,78.0,2017-06-01
2818,2017,June,Alberta,176.0,2017-06-01
2852,2017,July,Newfoundland and Labrador,20.0,2017-07-01
2896,2017,July,Quebec,88.0,2017-07-01
2904,2017,July,Saskatchewan,72.0,2017-07-01
2819,2017,July,Alberta,285.0,2017-07-01
3552,2017,July,Canada,1665.0,2017-07-01
2910,2017,July,Yukon,32.0,2017-07-01
2837,2017,July,Manitoba,142.0,2017-07-01
2874,2017,July,Ontario,230.0,2017-07-01
2882,2017,July,Prince Edward Island,0.0,2017-07-01
2865,2017,July,Northwest Territories,123.0,2017-07-01
2845,2017,July,New Brunswick,39.0,2017-07-01
2830,2017,July,British Columbia,622.0,2017-07-01
2860,2017,July,Nova Scotia,12.0,2017-07-01
2831,2017,August,British Columbia,306.0,2017-08-01
2897,2017,August,Quebec,57.0,2017-08-01
2905,2017,August,Saskatchewan,138.0,2017-08-01
2911,2017,August,Yukon,25.0,2017-08-01
2820,2017,August,Alberta,264.0,2017-08-01
2838,2017,August,Manitoba,298.0,2017-08-01
2861,2017,August,Nova Scotia,15.0,2017-08-01
2866,2017,August,Northwest Territories,77.0,2017-08-01
2875,2017,August,Ontario,369.0,2017-08-01
2878,2017,August,Prince Edward Island,0.0,2017-08-01
3548,2017,August,Canada,1636.0,2017-08-01
2853,2017,August,Newfoundland and Labrador,8.0,2017-08-01
2846,2017,August,New Brunswick,79.0,2017-08-01
2839,2017,September,Manitoba,33.0,2017-09-01
2906,2017,September,Saskatchewan,37.0,2017-09-01
2854,2017,September,Newfoundland and Labrador,4.0,2017-09-01
2847,2017,September,New Brunswick,35.0,2017-09-01
2898,2017,September,Quebec,16.0,2017-09-01
2821,2017,September,Alberta,77.0,2017-09-01
2888,2017,September,Prince Edward Island,0.0,2017-09-01
2862,2017,September,Nova Scotia,7.0,2017-09-01
2867,2017,September,Northwest Territories,13.0,2017-09-01
3558,2017,September,Canada,376.0,2017-09-01
2876,2017,September,Ontario,38.0,2017-09-01
2832,2017,September,British Columbia,115.0,2017-09-01
2912,2017,September,Yukon,1.0,2017-09-01
2899,2017,October,Saskatchewan,13.0,2017-10-01
2848,2017,October,Newfoundland and Labrador,4.0,2017-10-01
2890,2017,October,Quebec,22.0,2017-10-01
2887,2017,October,Prince Edward Island,0.0,2017-10-01
2855,2017,October,Nova Scotia,5.0,2017-10-01
2868,2017,October,Ontario,30.0,2017-10-01
2833,2017,October,Manitoba,15.0,2017-10-01
2823,2017,October,British Columbia,64.0,2017-10-01
2811,2017,October,Alberta,49.0,2017-10-01
2840,2017,October,New Brunswick,33.0,2017-10-01
3557,2017,October,Canada,235.0,2017-10-01
2841,2017,November,New Brunswick,2.0,2017-11-01
2812,2017,November,Alberta,5.0,2017-11-01
2891,2017,November,Quebec,2.0,2017-11-01
2886,2017,November,Prince Edward Island,0.0,2017-11-01
2856,2017,November,Nova Scotia,1.0,2017-11-01
2849,2017,November,Newfoundland and Labrador,6.0,2017-11-01
3556,2017,November,Canada,20.0,2017-11-01
2824,2017,November,British Columbia,4.0,2017-11-01
3549,2017,December,Canada,3.0,2017-12-01
2813,2017,December,Alberta,3.0,2017-12-01
2879,2017,December,Prince Edward Island,0.0,2017-12-01
2925,2018,January,British Columbia,1.0,2018-01-01
2913,2018,January,Alberta,4.0,2018-01-01
3563,2018,January,Canada,5.0,2018-01-01
2917,2018,March,Alberta,19.0,2018-03-01
2929,2018,March,British Columbia,14.0,2018-03-01
2971,2018,March,Ontario,5.0,2018-03-01
2957,2018,March,Nova Scotia,2.0,2018-03-01
3566,2018,March,Canada,40.0,2018-03-01
2951,2018,April,Newfoundland and Labrador,12.0,2018-04-01
2918,2018,April,Alberta,97.0,2018-04-01
3560,2018,April,Canada,362.0,2018-04-01
2995,2018,April,Yukon,1.0,2018-04-01
2930,2018,April,British Columbia,51.0,2018-04-01
2972,2018,April,Ontario,18.0,2018-04-01
2936,2018,April,Manitoba,33.0,2018-04-01
2982,2018,April,Quebec,12.0,2018-04-01
2989,2018,April,Saskatchewan,50.0,2018-04-01
2943,2018,April,New Brunswick,37.0,2018-04-01
2958,2018,April,Nova Scotia,51.0,2018-04-01
2983,2018,May,Quebec,190.0,2018-05-01
2944,2018,May,New Brunswick,124.0,2018-05-01
2973,2018,May,Ontario,191.0,2018-05-01
2931,2018,May,British Columbia,178.0,2018-05-01
2990,2018,May,Saskatchewan,178.0,2018-05-01
2996,2018,May,Yukon,6.0,2018-05-01
3567,2018,May,Canada,1603.0,2018-05-01
2937,2018,May,Manitoba,176.0,2018-05-01
2919,2018,May,Alberta,454.0,2018-05-01
2965,2018,May,Northwest Territories,4.0,2018-05-01
2959,2018,May,Nova Scotia,54.0,2018-05-01
2952,2018,May,Newfoundland and Labrador,41.0,2018-05-01
2978,2018,May,Prince Edward Island,7.0,2018-05-01
2953,2018,June,Newfoundland and Labrador,18.0,2018-06-01
2991,2018,June,Saskatchewan,125.0,2018-06-01
2974,2018,June,Ontario,245.0,2018-06-01
2997,2018,June,Yukon,11.0,2018-06-01
2966,2018,June,Northwest Territories,14.0,2018-06-01
2932,2018,June,British Columbia,327.0,2018-06-01
2938,2018,June,Manitoba,97.0,2018-06-01
2945,2018,June,New Brunswick,34.0,2018-06-01
3565,2018,June,Canada,1358.0,2018-06-01
2960,2018,June,Nova Scotia,26.0,2018-06-01
2984,2018,June,Quebec,124.0,2018-06-01
2920,2018,June,Alberta,337.0,2018-06-01
2921,2018,July,Alberta,166.0,2018-07-01
2992,2018,July,Saskatchewan,61.0,2018-07-01
2954,2018,July,Newfoundland and Labrador,19.0,2018-07-01
2967,2018,July,Northwest Territories,35.0,2018-07-01
2946,2018,July,New Brunswick,40.0,2018-07-01
2961,2018,July,Nova Scotia,24.0,2018-07-01
2975,2018,July,Ontario,524.0,2018-07-01
2985,2018,July,Quebec,201.0,2018-07-01
2933,2018,July,British Columbia,684.0,2018-07-01
2998,2018,July,Yukon,21.0,2018-07-01
3564,2018,July,Canada,1883.0,2018-07-01
2939,2018,July,Manitoba,108.0,2018-07-01
3561,2018,August,Canada,1440.0,2018-08-01
2999,2018,August,Yukon,11.0,2018-08-01
2993,2018,August,Saskatchewan,30.0,2018-08-01
2962,2018,August,Nova Scotia,17.0,2018-08-01
2955,2018,August,Newfoundland and Labrador,24.0,2018-08-01
2940,2018,August,Manitoba,54.0,2018-08-01
2922,2018,August,Alberta,178.0,2018-08-01
2968,2018,August,Northwest Territories,7.0,2018-08-01
2947,2018,August,New Brunswick,15.0,2018-08-01
2934,2018,August,British Columbia,766.0,2018-08-01
2986,2018,August,Quebec,38.0,2018-08-01
2976,2018,August,Ontario,300.0,2018-08-01
2969,2018,September,Northwest Territories,2.0,2018-09-01
2977,2018,September,Ontario,55.0,2018-09-01
2979,2018,September,Prince Edward Island,1.0,2018-09-01
2963,2018,September,Nova Scotia,22.0,2018-09-01
2987,2018,September,Quebec,18.0,2018-09-01
2956,2018,September,Newfoundland and Labrador,14.0,2018-09-01
3570,2018,September,Canada,274.0,2018-09-01
2948,2018,September,New Brunswick,31.0,2018-09-01
2941,2018,September,Manitoba,15.0,2018-09-01
2994,2018,September,Saskatchewan,1.0,2018-09-01
3000,2018,September,Yukon,1.0,2018-09-01
2923,2018,September,Alberta,62.0,2018-09-01
2935,2018,September,British Columbia,52.0,2018-09-01
2926,2018,October,British Columbia,45.0,2018-10-01
2950,2018,October,Newfoundland and Labrador,3.0,2018-10-01
2980,2018,October,Quebec,13.0,2018-10-01
2942,2018,October,New Brunswick,4.0,2018-10-01
2988,2018,October,Saskatchewan,7.0,2018-10-01
3569,2018,October,Canada,125.0,2018-10-01
2914,2018,October,Alberta,53.0,2018-10-01
3568,2018,November,Canada,13.0,2018-11-01
2927,2018,November,British Columbia,2.0,2018-11-01
2915,2018,November,Alberta,9.0,2018-11-01
2981,2018,November,Quebec,1.0,2018-11-01
2964,2018,November,Northwest Territories,1.0,2018-11-01
2970,2018,December,Ontario,1.0,2018-12-01
3562,2018,December,Canada,6.0,2018-12-01
2928,2018,December,British Columbia,2.0,2018-12-01
2916,2018,December,Alberta,3.0,2018-12-01
3001,2019,January,Alberta,17.0,2019-01-01
3077,2019,January,Saskatchewan,1.0,2019-01-01
3576,2019,January,Canada,18.0,2019-01-01
3015,2019,February,British Columbia,1.0,2019-02-01
3575,2019,February,Canada,2.0,2019-02-01
3005,2019,February,Alberta,1.0,2019-02-01
3060,2019,March,Ontario,2.0,2019-03-01
3045,2019,March,Nova Scotia,17.0,2019-03-01
3037,2019,March,Newfoundland and Labrador,6.0,2019-03-01
3016,2019,March,British Columbia,27.0,2019-03-01
3579,2019,March,Canada,86.0,2019-03-01
3006,2019,March,Alberta,34.0,2019-03-01
3061,2019,April,Ontario,19.0,2019-04-01
3572,2019,April,Canada,399.0,2019-04-01
3054,2019,April,Northwest Territories,6.0,2019-04-01
3017,2019,April,British Columbia,87.0,2019-04-01
3071,2019,April,Quebec,3.0,2019-04-01
3023,2019,April,Manitoba,21.0,2019-04-01
3030,2019,April,New Brunswick,12.0,2019-04-01
3068,2019,April,Prince Edward Island,1.0,2019-04-01
3007,2019,April,Alberta,188.0,2019-04-01
3046,2019,April,Nova Scotia,16.0,2019-04-01
3038,2019,April,Newfoundland and Labrador,1.0,2019-04-01
3087,2019,April,Yukon,4.0,2019-04-01
3081,2019,April,Saskatchewan,41.0,2019-04-01
3039,2019,May,Newfoundland and Labrador,44.0,2019-05-01
3062,2019,May,Ontario,58.0,2019-05-01
3082,2019,May,Saskatchewan,73.0,2019-05-01
3031,2019,May,New Brunswick,88.0,2019-05-01
3055,2019,May,Northwest Territories,8.0,2019-05-01
3008,2019,May,Alberta,315.0,2019-05-01
3024,2019,May,Manitoba,81.0,2019-05-01
3047,2019,May,Nova Scotia,45.0,2019-05-01
3018,2019,May,British Columbia,135.0,2019-05-01
3580,2019,May,Canada,926.0,2019-05-01
3088,2019,May,Yukon,25.0,2019-05-01
3072,2019,May,Quebec,54.0,2019-05-01
3578,2019,June,Canada,745.0,2019-06-01
3048,2019,June,Nova Scotia,13.0,2019-06-01
3063,2019,June,Ontario,103.0,2019-06-01
3040,2019,June,Newfoundland and Labrador,8.0,2019-06-01
3025,2019,June,Manitoba,60.0,2019-06-01
3056,2019,June,Northwest Territories,32.0,2019-06-01
3089,2019,June,Yukon,18.0,2019-06-01
